"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-332 0.500855898304709 3 27 "GO:0010043" "response to zinc ion" 0.704387673918523
718 0.234765414590157 3 18 "GO:0010155" "regulation of proton transport" 0.450473004576372
-1267 0.0554850607800646 4 15 "GO:0010165" "response to X-ray" 0.172326275980875
-1395 3.54511831820593e-06 2 73 "GO:0010212" "response to ionizing radiation" 8.60819184357094e-05
-1999 0.00129462717066277 -1 17 "GO:0010216" "obsolete negative regulation of gene expression via chromosomal DNA cytosine methylation" 0.0117343343185269
-1032 0.146140751200046 2 13 "GO:0010225" "response to UV-C" 0.328294319979245
-100 0.47296649709882 2 355 "GO:0010243;GO:1901698" "response to nitrogen compound" 0.682492443949729
466 0.467161129151827 -1 16 "GO:0010259" "obsolete multicellular organism aging" 0.677776955982906
-941 0.202934486646222 3 12 "GO:0010288" "response to lead ion" 0.408610298925257
-1460 1.20961347489737e-06 2 73 "GO:0010389;GO:1902749" "regulation of cell cycle G2/M phase transition" 3.33080164067101e-05
-1269 0.0115932412529073 2 26 "GO:0010390" "histone monoubiquitination" 0.0558944898673563
1231 0.111018237926455 3 11 "GO:0010447" "response to acidic pH" 0.276871814660655
-552 0.455696810143087 4 12 "GO:0010452" "histone H3-K36 methylation" 0.668405370616247
-1410 0.0471230986939836 2 13 "GO:0010458" "exit from mitosis" 0.153870167006883
665 0.0619219807659454 2 52 "GO:0010467" "gene expression" 0.186044556384522
-777 0.108900458931637 3 28 "GO:0010469" "regulation of signaling receptor activity" 0.272864095503192
436 0.4471029883907 2 20 "GO:0010499" "proteasomal ubiquitin-independent protein catabolic process" 0.661980089795765
-89 0.643259079822559 2 183 "GO:0010506" "regulation of autophagy" 0.806262319195709
355 0.247564102503698 2 70 "GO:0010508" "positive regulation of autophagy" 0.463207936490404
850 0.198597841003723 3 15 "GO:0010517;GO:0060191" "regulation of phospholipase activity" 0.403694698113352
834 0.328517379595834 3 9 "GO:0010518;GO:0060193" "positive regulation of phospholipase activity" 0.553588936540004
-318 0.642848295991161 3 14 "GO:0010559;GO:1903018;GO:0060049" "regulation of glycoprotein metabolic process" 0.806125727038681
-1231 3.23208165600747e-19 2 362 "GO:0010564" "regulation of cell cycle process" 4.79605005733108e-17
-281 0.397285335285064 5 60 "GO:0010565" "regulation of cellular ketone metabolic process" 0.621645653512833
-1463 0.0036112477161945 3 26 "GO:0010569" "regulation of double-strand break repair via homologous recombination" 0.0245436199744415
-1095 0.0626110599034531 2 19 "GO:0010586" "miRNA metabolic process" 0.187670453986726
-117 0.76225300446192 3 44 "GO:0010591;GO:1902743" "regulation of lamellipodium organization" 0.870447958494138
-309 0.496127366302645 4 32 "GO:0010592;GO:1902745" "positive regulation of lamellipodium organization" 0.702479173031991
272 0.423455061073157 2 57 "GO:0010594" "regulation of endothelial cell migration" 0.641183938847167
-219 0.58860990327026 2 40 "GO:0010595" "positive regulation of endothelial cell migration" 0.769543343923086
-647 0.181692526682615 2 28 "GO:0010611;GO:0014743;GO:0043502" "regulation of muscle hypertrophy" 0.382427690125504
-453 0.540136438097127 3 12 "GO:0010613;GO:0014742" "positive regulation of cardiac muscle hypertrophy" 0.736033080580331
-707 0.338965939919294 5 12 "GO:0010614;GO:0014741" "negative regulation of muscle hypertrophy" 0.565861265952772
-196 0.647178227395963 3 36 "GO:0010623" "programmed cell death involved in cell development" 0.808164670624931
-65 0.602363169470402 2 446 "GO:0010628" "positive regulation of gene expression" 0.780646300657663
1421 1.75403986553159e-16 5 226 "GO:0010631;GO:0001667" "ameboidal-type cell migration" 2.12956385492494e-14
981 0.0662835722301195 3 23 "GO:0010633" "negative regulation of epithelial cell migration" 0.194767240293343
296 0.188274185641257 4 131 "GO:0010634;GO:0010632" "regulation of epithelial cell migration" 0.392262363375817
-91 0.874527240395949 2 20 "GO:0010637;GO:0010635" "regulation of mitochondrial fusion" 0.931059213021931
374 0.0190375018718612 3 266 "GO:0010638" "positive regulation of organelle organization" 0.0794518242183457
-377 0.043096771054275 6 193 "GO:0010639" "negative regulation of organelle organization" 0.144156506547825
-25 0.967467394703408 2 17 "GO:0010642;GO:0010640" "regulation of platelet-derived growth factor receptor signaling pathway" 0.981875847728295
-929 0.0275222496513243 3 37 "GO:0010656;GO:0010660" "regulation of muscle cell apoptotic process" 0.102813886459702
-772 0.296373630475757 3 12 "GO:0010661" "positive regulation of muscle cell apoptotic process" 0.518281224583486
-656 0.2196697968959 2 23 "GO:0010667;GO:0010664;GO:0010665;GO:0010662" "regulation of cardiac muscle cell apoptotic process" 0.431916416502568
1466 0.0072959997849216 3 22 "GO:0010669" "epithelial structure maintenance" 0.0397706437255624
-351 0.417489110495159 2 35 "GO:0010717" "regulation of epithelial to mesenchymal transition" 0.63611717862668
29 0.9607116084084 5 19 "GO:0010718" "positive regulation of epithelial to mesenchymal transition" 0.977546935641461
-337 0.648705458885414 2 12 "GO:0010719" "negative regulation of epithelial to mesenchymal transition" 0.809669290038757
-432 0.0355000797406211 6 158 "GO:0010720" "positive regulation of cell development" 0.12609137365319
-818 0.000534635672018462 6 119 "GO:0010721" "negative regulation of cell development" 0.00597494510444064
1306 0.0907026501878677 2 11 "GO:0010761" "fibroblast migration" 0.240821847566396
-974 0.18779229540939 2 12 "GO:0010762" "regulation of fibroblast migration" 0.391869703936313
305 0.644584774111757 2 15 "GO:0010800;GO:0010799" "regulation of peptidyl-threonine phosphorylation" 0.806788159162372
-850 0.214415243370376 2 14 "GO:0010803" "regulation of tumor necrosis factor-mediated signaling pathway" 0.424539002996497
-1444 0.0745643216626484 2 10 "GO:0010804" "negative regulation of tumor necrosis factor-mediated signaling pathway" 0.209423031714967
346 0.32590197443085 2 53 "GO:0010810" "regulation of cell-substrate adhesion" 0.55198742784071
448 0.373134937953873 2 26 "GO:0010811" "positive regulation of cell-substrate adhesion" 0.602332561649241
224 0.681412076870054 2 22 "GO:0010812;GO:0001953" "negative regulation of cell-substrate adhesion" 0.828803122641127
373 0.0542594579481419 2 178 "GO:0010817" "regulation of hormone levels" 0.169307257219027
39 0.888384582344129 6 85 "GO:0010821" "regulation of mitochondrion organization" 0.937085815987811
35 0.935644713335207 7 36 "GO:0010822" "positive regulation of mitochondrion organization" 0.966398696565482
60 0.882338102324439 2 40 "GO:0010823" "negative regulation of mitochondrion organization" 0.935579623385699
-1393 0.00342278385153262 6 29 "GO:0010824;GO:0046605" "regulation of centrosome cycle" 0.0236324989779593
141 0.81483985724253 6 18 "GO:0010837" "regulation of keratinocyte proliferation" 0.898839595104554
247 0.699703696326728 2 16 "GO:0010842" "retina layer formation" 0.836335121159379
-1340 0.0698767784346978 -1 12 "GO:0010862" "obsolete positive regulation of pathway-restricted SMAD protein phosphorylation" 0.201589793842103
1837 0.0129709086948868 2 12 "GO:0010866" "regulation of triglyceride biosynthetic process" 0.0605687012658088
-428 0.517260493635185 4 15 "GO:0010874;GO:0010875;GO:0032376;GO:0032373" "regulation of cholesterol efflux" 0.713401561976079
585 0.448958487524215 2 11 "GO:0010880" "regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum" 0.663991207185591
1264 0.055924228637268 4 15 "GO:0010882" "regulation of cardiac muscle contraction by calcium ion signaling" 0.173086459664128
-265 0.50404906594388 2 42 "GO:0010883" "regulation of lipid storage" 0.705614564328496
-831 0.209235022330471 2 15 "GO:0010884" "positive regulation of lipid storage" 0.417376209592747
363 0.571132164842584 2 16 "GO:0010888" "negative regulation of lipid storage" 0.757869559771142
-957 0.237361503291731 2 10 "GO:0010896" "regulation of triglyceride catabolic process" 0.453900910002562
-282 0.35553484179011 2 71 "GO:0010906" "regulation of glucose metabolic process" 0.584389884567005
-185 0.717833191449341 3 25 "GO:0010907" "positive regulation of glucose metabolic process" 0.843172784289493
-251 0.406445430775509 3 72 "GO:0010921;GO:0035303;GO:0035304" "regulation of dephosphorylation" 0.628249852778579
-369 0.387450964181356 3 36 "GO:0010923;GO:0035305" "negative regulation of dephosphorylation" 0.615268445498455
-239 0.597910873844287 -1 32 "GO:0010942" "obsolete positive regulation of cell death" 0.777517012676772
874 0.0223317910360149 5 45 "GO:0010951;GO:0010466" "negative regulation of endopeptidase activity" 0.0884988336160175
2069 0.00176410111284997 2 15 "GO:0010960" "magnesium ion homeostasis" 0.0145879692644652
-1032 0.0967921034772787 2 17 "GO:0010971;GO:1902751" "positive regulation of cell cycle G2/M phase transition" 0.251980222600206
-1168 0.00444834448309518 2 39 "GO:0010972;GO:1902750" "negative regulation of cell cycle G2/M phase transition" 0.0280887189464473
-257 0.129887902920634 2 233 "GO:0010975" "regulation of neuron projection development" 0.305310414559473
-86 0.715236201709357 2 119 "GO:0010976" "positive regulation of neuron projection development" 0.842688533446132
-664 0.089485898113066 2 43 "GO:0010977" "negative regulation of neuron projection development" 0.238539754351297
-264 0.710579332788943 5 13 "GO:0014003" "oligodendrocyte development" 0.840920424403751
203 0.654569997202405 2 32 "GO:0014013" "regulation of gliogenesis" 0.813918867667092
132 0.831525625732328 7 17 "GO:0014014" "negative regulation of gliogenesis" 0.909130145857981
549 0.363033336001712 2 18 "GO:0014015" "positive regulation of gliogenesis" 0.592152038507783
-1117 0.148062062845832 4 11 "GO:0014019" "neuroblast development" 0.331495196866066
723 0.231369836650225 6 18 "GO:0014041;GO:1903429" "regulation of cell maturation" 0.446846589799531
2443 0.000582860619955279 5 13 "GO:0014059;GO:0050433" "regulation of catecholamine secretion" 0.0064331434541345
-346 0.566738456086432 -1 18 "GO:0014065" "obsolete phosphatidylinositol 3-kinase signaling" 0.755744463472563
281 0.614834347949954 -1 21 "GO:0014068" "obsolete positive regulation of phosphatidylinositol 3-kinase signaling" 0.788771634665863
-134 0.391298113055631 2 275 "GO:0014070" "response to organic cyclic compound" 0.617705236389829
-370 0.61673727836794 3 12 "GO:0014072" "response to isoquinoline alkaloid" 0.789618989607458
378 0.451707432372072 2 26 "GO:0014823" "response to activity" 0.664653979549021
534 0.510087677007704 2 10 "GO:0014874" "response to stimulus involved in regulation of muscle adaptation" 0.708499316322193
92 0.86296166089983 2 23 "GO:0014910" "regulation of smooth muscle cell migration" 0.92569100251544
202 0.752732454448378 2 16 "GO:0014911" "positive regulation of smooth muscle cell migration" 0.863479957391649
-625 0.361150034530688 4 14 "GO:0015012" "heparan sulfate proteoglycan biosynthetic process" 0.590349903446431
2348 8.09725818405415e-07 4 29 "GO:0015074" "DNA integration" 2.48595133443777e-05
737 0.265140179688898 5 15 "GO:0015695" "organic cation transport" 0.481761510169419
844 0.000624562627595031 4 109 "GO:0015698;GO:0006820;GO:0006821" "inorganic anion transport" 0.00675387359638189
-1050 0.0669906441256441 2 20 "GO:0015701" "bicarbonate transport" 0.195982486812262
509 0.1023287295685 3 68 "GO:0015718;GO:0015908" "monocarboxylic acid transport" 0.261300226269086
1307 0.0262454937030796 8 19 "GO:0015740" "C4-dicarboxylate transport" 0.100002444623289
776 0.0214225514777627 2 58 "GO:0015748" "organophosphate ester transport" 0.0863041251841692
2532 2.74940772945526e-05 2 18 "GO:0015800" "acidic amino acid transport" 0.000513543219956294
1100 0.00492532935281498 2 43 "GO:0015804;GO:0015807" "neutral amino acid transport" 0.0303823434211751
2240 0.00371608358722014 3 11 "GO:0015810" "aspartate transmembrane transport" 0.0246851247264038
2420 0.00280768604841063 6 10 "GO:0015812" "gamma-aminobutyric acid transport" 0.020699890960884
2241 0.00566365936805788 2 10 "GO:0015813;GO:0051938" "L-glutamate transmembrane transport" 0.0332475476309508
587 0.330771917493908 2 18 "GO:0015816" "glycine transport" 0.5563417664274
366 0.312934486061143 5 50 "GO:0015850" "organic hydroxy compound transport" 0.537522837472227
-44 0.943515649256992 4 17 "GO:0015868;GO:0015865;GO:0006862" "nucleotide transport" 0.970774383345696
207 0.623628669670353 2 37 "GO:0015909" "long-chain fatty acid transport" 0.794331033232958
1220 0.00262269826534986 4 40 "GO:0015914" "phospholipid transport" 0.0196224847808109
820 0.00639035450261404 2 73 "GO:0015980;GO:0009060;GO:0045333" "energy derivation by oxidation of organic compounds" 0.0366279761297899
2537 2.05404191405385e-06 4 23 "GO:0015986;GO:0006754" "ATP biosynthetic process" 5.3678872935415e-05
-768 0.299149034056398 5 12 "GO:0016024;GO:0046341" "CDP-diacylglycerol biosynthetic process" 0.520538807794553
-514 0.0993073040282361 1 68 "GO:0016032" "viral process" 0.256280008753062
331 0.0902885596978981 2 175 "GO:0016042" "lipid catabolic process" 0.239960938261777
1477 0.0558149651513063 3 11 "GO:0016048" "detection of temperature stimulus" 0.172948691321507
-466 0.0202735997383297 5 166 "GO:0016050" "vesicle organization" 0.082474252347495
320 0.373031124962147 3 51 "GO:0016051" "carbohydrate biosynthetic process" 0.602332561649241
1190 0.000655688996721047 4 54 "GO:0016052" "carbohydrate catabolic process" 0.00697747135554548
237 0.284347606788274 5 136 "GO:0016072;GO:0006364" "rRNA metabolic process" 0.504311060910677
-779 0.101854072654792 5 29 "GO:0016073" "snRNA metabolic process" 0.261086591229318
-847 0.139395727690862 2 20 "GO:0016075" "rRNA catabolic process" 0.319867687854203
-881 0.254015618601456 3 11 "GO:0016078" "tRNA catabolic process" 0.469208656489965
443 0.488747374230321 2 16 "GO:0016081" "synaptic vesicle docking" 0.695070544799743
-1383 0.0515841644499317 7 13 "GO:0016185;GO:0070142" "synaptic vesicle budding" 0.164361820073939
-376 0.0597198878929061 3 167 "GO:0016197" "endosomal transport" 0.181416571014807
13 0.976513111913484 2 32 "GO:0016199;GO:0016198" "axon choice point recognition" 0.985988097429803
1130 0.0308489479220731 2 24 "GO:0016203" "muscle attachment" 0.112105496462391
-219 0.72406870983548 5 17 "GO:0016226;GO:0031163" "metallo-sulfur cluster assembly" 0.845643867061901
-191 0.567569051506697 4 59 "GO:0016236" "macroautophagy" 0.755744463472563
50 0.927401525332171 2 22 "GO:0016239" "positive regulation of macroautophagy" 0.961976494820283
-290 0.303543643155515 5 83 "GO:0016241" "regulation of macroautophagy" 0.525787983701933
-364 0.272575242133558 5 60 "GO:0016242;GO:0010507" "negative regulation of autophagy" 0.488623135395123
1809 0.0340874150550843 3 9 "GO:0016318" "ommatidial rotation" 0.122211390083396
769 0.0580298322260588 3 40 "GO:0016319" "mushroom body development" 0.178158255029659
-218 0.582323575680146 4 42 "GO:0016322;GO:0042551" "neuron maturation" 0.764317577710894
957 0.00212850494026706 4 68 "GO:0016331;GO:0007391" "morphogenesis of embryonic epithelium" 0.0166722483737634
-652 0.377682752872625 2 12 "GO:0016333" "morphogenesis of follicular epithelium" 0.604509636415548
-266 0.502084020285703 3 42 "GO:0016334" "establishment or maintenance of polarity of follicular epithelium" 0.704387673918523
2764 1.59337979763776e-05 5 16 "GO:0016339" "calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules" 0.000319993792442892
55 0.901629738937968 3 33 "GO:0016358" "dendrite development" 0.945128320903304
-1206 0.0164441501199708 2 26 "GO:0016447;GO:0016445;GO:0002562;GO:0002200;GO:0016444" "somatic diversification of immune receptors" 0.0713024756013669
-1223 3.37706560841729e-05 -1 76 "GO:0016458;GO:0035166;GO:0001700;GO:0035167" "post-embryonic hemopoiesis" 0.000603048192634294
-365 0.545831108727816 3 18 "GO:0016476" "regulation of embryonic cell shape" 0.739307754265718
-117 0.670020165141115 3 88 "GO:0016482" "cytosolic transport" 0.822793952871
1539 0.0132643955752528 4 17 "GO:0016486;GO:0140448" "signaling receptor ligand precursor processing" 0.0614087147537723
671 0.166007752995795 4 28 "GO:0016525;GO:2000181;GO:1901343" "negative regulation of angiogenesis" 0.358453280720912
117 0.855364964871165 6 16 "GO:0016540" "protein autoprocessing" 0.924848482779642
-333 0.491355474912507 2 28 "GO:0016556" "mRNA modification" 0.698090677388993
-564 1.26600734120248e-05 7 412 "GO:0016567;GO:0032446" "protein modification by small protein conjugation" 0.000266260284122191
-951 5.33514085007173e-12 6 359 "GO:0016570" "histone modification" 4.31823066986109e-10
-2463 7.35854042583048e-05 -1 17 "GO:0016572" "obsolete histone phosphorylation" 0.00119845496813373
-1328 1.08522806468286e-11 7 175 "GO:0016573;GO:0018393;GO:0006475;GO:0018394;GO:0006473;GO:0043543" "protein acylation" 8.05178933546644e-10
-1025 0.00737174405680242 7 45 "GO:0016574" "histone ubiquitination" 0.0400201796254457
-975 0.00260171313499216 5 63 "GO:0016575;GO:0006476;GO:0035601;GO:0098732" "macromolecule deacylation" 0.0195201566954047
-545 0.244458154753801 2 30 "GO:0016578" "histone deubiquitination" 0.460554170979919
-274 0.251372522030379 8 116 "GO:0016579;GO:0070646" "protein modification by small protein removal" 0.467012337521199
381 0.528022208751945 7 18 "GO:0016601" "Rac protein signal transduction" 0.722513995684654
-666 0.233553567508503 2 21 "GO:0016925" "protein sumoylation" 0.44911388056406
824 0.334290400215707 2 9 "GO:0016926" "protein desumoylation" 0.560508260499782
-379 0.541943817234946 3 17 "GO:0016973" "poly(A)+ mRNA export from nucleus" 0.73740801621729
-503 0.462210460656087 6 14 "GO:0017004" "cytochrome complex assembly" 0.673622860419253
-264 0.458661748040727 3 52 "GO:0017015;GO:1903844" "regulation of transforming growth factor beta receptor signaling pathway" 0.670178079330843
-58 0.905648749332313 2 27 "GO:0017145;GO:0042078" "stem cell division" 0.947507955137723
-528 0.0119646671894849 2 151 "GO:0017148;GO:0034249" "negative regulation of amide metabolic process" 0.0567974900487715
1443 0.00290570563640931 2 28 "GO:0017156" "calcium-ion regulated exocytosis" 0.0210900536816556
937 0.00352301564070956 5 64 "GO:0017157" "regulation of exocytosis" 0.024190166520142
2162 0.000110350836540041 2 21 "GO:0017158" "regulation of calcium ion-dependent exocytosis" 0.00168426905370543
209 0.332006994434414 2 144 "GO:0018022;GO:0034968;GO:0016571" "histone methylation" 0.557508930084357
-460 0.399807153544008 2 22 "GO:0018023" "peptidyl-lysine trimethylation" 0.623400412793955
3126 1.05356493787273e-08 7 22 "GO:0018026" "peptidyl-lysine monomethylation" 4.32934146008933e-07
1367 0.000645598848938218 2 41 "GO:0018027" "peptidyl-lysine dimethylation" 0.00689757810205592
294 0.198875199414971 2 127 "GO:0018105;GO:0018209" "peptidyl-serine modification" 0.403951070446683
972 0.00586363833784033 6 53 "GO:0018107;GO:0018210" "peptidyl-threonine modification" 0.0341618507135312
-123 0.770319600834856 5 37 "GO:0018108;GO:0018212" "peptidyl-tyrosine modification" 0.874560571545182
1000 0.195136038413468 4 11 "GO:0018126" "protein hydroxylation" 0.400359684585971
-1196 0.105876441504681 5 12 "GO:0018200" "peptidyl-glutamic acid modification" 0.268562179733146
-424 0.00533189455877277 2 292 "GO:0018205" "peptidyl-lysine modification" 0.0319315927499598
-34 0.952191930196933 4 20 "GO:0018208" "peptidyl-proline modification" 0.975503773032983
-998 0.0431228186940142 3 27 "GO:0018230;GO:0018231;GO:0018345;GO:0018198" "peptidyl-cysteine modification" 0.144156506547825
-1532 0.0472266627455666 6 11 "GO:0018279" "protein N-linked glycosylation via asparagine" 0.153966885897928
1205 0.136670495344235 -1 10 "GO:0018298" "obsolete protein-chromophore linkage" 0.315110059667594
-660 0.415168857571137 3 10 "GO:0018342;GO:0097354" "prenylation" 0.634059531769294
1115 0.00236853025728332 4 49 "GO:0018958" "phenol-containing compound metabolic process" 0.0180237729834865
-1427 0.0151845621800567 3 19 "GO:0019048;GO:0044003;GO:0035821" "modulation by symbiont of host process" 0.0675966093048858
-798 0.261624339904333 2 13 "GO:0019054;GO:0044068" "modulation by virus of host cellular process" 0.478957239125753
93 0.666287706240556 5 142 "GO:0019216" "regulation of lipid metabolic process" 0.820495372691805
-80 0.849659320835163 2 37 "GO:0019217" "regulation of fatty acid metabolic process" 0.920665333042889
-445 0.291132559469126 2 37 "GO:0019218" "regulation of steroid metabolic process" 0.513955760966316
-297 0.329456552327902 5 71 "GO:0019221" "cytokine-mediated signaling pathway" 0.5544917777365
2668 3.11207139989423e-05 4 16 "GO:0019228" "neuronal action potential" 0.000565465490416156
204 0.408752163076395 2 109 "GO:0019318;GO:0005996" "monosaccharide metabolic process" 0.629992514470312
6 0.992472832517407 2 16 "GO:0019320;GO:0046365" "monosaccharide catabolic process" 0.996951837402781
471 0.524245187484252 2 12 "GO:0019321" "pentose metabolic process" 0.719187927976598
-163 0.840164097980242 3 10 "GO:0019369" "arachidonic acid metabolic process" 0.916033676960319
641 0.406306932579403 5 11 "GO:0019377" "glycolipid catabolic process" 0.628249852778579
1159 0.000811559818488777 5 55 "GO:0019395;GO:0034440;GO:0006635" "lipid oxidation" 0.00827357356940276
-2556 0.00159722544774609 2 10 "GO:0019408;GO:0016094" "dolichol biosynthetic process" 0.0135005986421829
-476 0.520062994941917 2 12 "GO:0019430" "removal of superoxide radicals" 0.715584300397303
942 0.037724518240903 2 32 "GO:0019674" "NAD metabolic process" 0.131371822974514
845 0.0155996562302837 6 54 "GO:0019722" "calcium-mediated signaling" 0.0688705484150211
1720 0.0154960000897333 4 13 "GO:0019730" "antimicrobial humoral response" 0.0685261858272809
1511 0.000135303062195915 2 42 "GO:0019748" "secondary metabolic process" 0.00195691667435448
49 0.895114489142509 2 48 "GO:0019751" "polyol metabolic process" 0.941650571287768
-1106 0.0132657538049145 5 33 "GO:0019755" "one-carbon compound transport" 0.0614087147537723
123 0.628158203088718 2 102 "GO:0019827;GO:0098727" "maintenance of cell number" 0.797254482497532
-1355 0.000620933947034546 2 42 "GO:0019886;GO:0002478;GO:0002495;GO:0019884;GO:0002504" "antigen processing and presentation of exogenous antigen" 0.00674192915662306
24 0.965507866898817 2 22 "GO:0019915" "lipid storage" 0.981305750565731
997 0.000300847607852316 2 87 "GO:0019932" "second-messenger-mediated signaling" 0.00375497177838101
1358 0.00273176176647624 6 32 "GO:0019935;GO:0019933" "cyclic-nucleotide-mediated signaling" 0.0203246119171533
-1048 0.00467363893489838 3 48 "GO:0019985;GO:0006301" "postreplication repair" 0.0291665644745644
1987 0.000724490807197553 6 19 "GO:0019991" "septate junction assembly" 0.00761856277962466
-1153 0.135506717204123 3 11 "GO:0021510" "spinal cord development" 0.313219287596205
1919 0.00945440615110064 2 12 "GO:0021542;GO:0090394" "dentate gyrus development" 0.0483825107397817
-983 0.0658268569589368 3 23 "GO:0021549" "cerebellum development" 0.193851747450188
-903 0.124569701248515 3 19 "GO:0021766" "hippocampus development" 0.29814128318529
995 0.0257862057857579 2 33 "GO:0021782" "glial cell development" 0.0985335560139619
-1047 0.101962339950379 7 16 "GO:0021799;GO:1902624;GO:1902622" "cerebral cortex radially oriented cell migration" 0.261113528290951
-989 0.111483887349862 2 17 "GO:0021884" "forebrain neuron development" 0.277773752902501
-1626 0.00234022115980393 2 23 "GO:0021915" "neural tube development" 0.0179618698788399
-45 0.942156939395192 5 17 "GO:0021953" "central nervous system neuron differentiation" 0.970123818475157
-500 0.269574226424124 3 32 "GO:0021954" "central nervous system neuron development" 0.48650862079651
-124 0.780538426730917 3 33 "GO:0021987" "cerebral cortex development" 0.879299088063382
-309 0.516708184712054 4 29 "GO:0022008" "neurogenesis" 0.713401561976079
-1087 0.0803061472154186 4 17 "GO:0022029;GO:0021885;GO:0021795" "telencephalon cell migration" 0.220903933277428
767 0.151169159726588 2 23 "GO:0022405;GO:0022404" "molting cycle process" 0.336197190366125
184 0.460169852490651 5 107 "GO:0022407" "regulation of cell-cell adhesion" 0.672014038273663
-394 0.325731847867759 2 41 "GO:0022408" "negative regulation of cell-cell adhesion" 0.55198742784071
604 0.0756993975286977 2 57 "GO:0022409" "positive regulation of cell-cell adhesion" 0.211278046812071
-11 0.958364601583142 4 142 "GO:0022411" "cellular component disassembly" 0.977512787894607
-370 0.488955425032995 2 23 "GO:0022416" "chaeta development" 0.695070544799743
2330 7.35385008629591e-05 2 19 "GO:0022600" "digestive system process" 0.00119845496813373
40 0.953792105197134 2 14 "GO:0022602" "ovulation cycle process" 0.975591635715254
31 0.828298450501034 3 333 "GO:0022603" "regulation of anatomical structure morphogenesis" 0.907086986998057
-34 0.882766819923479 4 126 "GO:0022604" "regulation of cell morphogenesis" 0.935662768260164
646 0.160722389088884 2 31 "GO:0022613;GO:0044085" "cellular component biogenesis" 0.351013492441872
-2123 0.00132826160688448 4 15 "GO:0022616;GO:0006271" "DNA strand elongation" 0.011945409939355
196 0.389833958295288 3 128 "GO:0022618;GO:0071826" "protein-RNA complex organization" 0.617705236389829
1271 0.000785204615532048 2 46 "GO:0022900;GO:0019646;GO:0022904" "electron transport chain" 0.00806646741571577
791 0.00391124175682663 5 88 "GO:0023061" "signal release" 0.0254183132177225
1375 2.36200234822654e-18 6 273 "GO:0030001;GO:0006812" "monoatomic cation transport" 3.15445413605654e-16
496 0.00304020378830341 3 240 "GO:0030003;GO:0098771;GO:0006873;GO:0055080;GO:0050801" "monoatomic ion homeostasis" 0.0217704673419796
1270 0.0549209954426216 2 15 "GO:0030007" "intracellular potassium ion homeostasis" 0.170972003295154
387 0.400822225679414 3 31 "GO:0030010" "establishment of cell polarity" 0.623991591845636
1333 0.0171314039498419 3 21 "GO:0030011" "maintenance of cell polarity" 0.0732753091497946
1362 3.44782702618739e-22 2 345 "GO:0030029;GO:0030036" "actin filament-based process" 6.57796141924751e-20
-378 0.41945290567969 3 30 "GO:0030041" "actin filament polymerization" 0.638017489220075
362 0.470935970461308 3 26 "GO:0030042;GO:0051261" "protein depolymerization" 0.680061526115966
1286 0.00454315552767473 3 32 "GO:0030048" "actin filament-based movement" 0.0285523962692217
-1185 0.000249690347466955 3 63 "GO:0030071;GO:1902099;GO:0010965;GO:0033045;GO:1905818;GO:0051983" "regulation of chromosome segregation" 0.00319101874681453
-733 0.00147636963722089 2 125 "GO:0030097" "hemopoiesis" 0.0129716555954506
305 0.382674779653509 2 54 "GO:0030099" "myeloid cell differentiation" 0.610952980546636
99 0.63581575311072 5 151 "GO:0030100;GO:0045807" "regulation of endocytosis" 0.80285507218409
-237 0.769965853491009 4 10 "GO:0030101" "natural killer cell activation" 0.874560571545182
1045 0.0834465790604867 2 18 "GO:0030150" "protein import into mitochondrial matrix" 0.227202663272742
281 0.123954871173451 2 201 "GO:0030155" "regulation of cell adhesion" 0.29746941680529
-104 0.506287834189084 3 278 "GO:0030162" "regulation of proteolysis" 0.706897441254074
-360 0.520278813692086 2 21 "GO:0030166;GO:0006029;GO:0009101" "proteoglycan metabolic process" 0.715584300397303
-1614 0.0183634941773861 3 14 "GO:0030168" "platelet activation" 0.0773641844602496
-182 0.443007237512029 2 118 "GO:0030182" "neuron differentiation" 0.658307126345787
-859 0.0937944119796707 2 25 "GO:0030183" "B cell differentiation" 0.246822536352414
1279 0.0458106681852916 3 16 "GO:0030195;GO:0030193;GO:0050819;GO:1900047;GO:0050818;GO:1900046" "regulation of hemostasis" 0.150690018131667
1449 2.80980133159938e-10 5 126 "GO:0030198;GO:0043062;GO:0045229" "extracellular structure organization" 1.53162844014325e-08
2084 3.03012734799918e-06 2 33 "GO:0030199" "collagen fibril organization" 7.42520196927139e-05
684 0.144070773631414 2 30 "GO:0030203" "glycosaminoglycan metabolic process" 0.326433274158731
-316 0.657000966977672 4 13 "GO:0030216" "keratinocyte differentiation" 0.814693399627373
-774 0.258558386537128 2 14 "GO:0030217" "T cell differentiation" 0.47461517493143
187 0.709287226655887 3 26 "GO:0030218" "erythrocyte differentiation" 0.84071429243294
2919 2.80867734184539e-37 3 127 "GO:0030239;GO:0010927" "cellular component assembly involved in morphogenesis" 3.75098859003452e-34
1830 0.0238178235421943 5 10 "GO:0030241;GO:0071688" "skeletal muscle myosin thick filament assembly" 0.0926017564500742
188 0.467586684155627 3 99 "GO:0030258" "lipid modification" 0.678026076753355
-435 0.240454146515447 6 48 "GO:0030261" "chromosome condensation" 0.456637347083764
-324 0.504297050779985 3 28 "GO:0030278" "regulation of ossification" 0.705614564328496
